id,tender_title,project_type,source_name,province,city,town,event_time,purchasing_staff,bid_company,bid_amount,currency,bid_date,content,created_at,updated_at
1,安徽省公安厅关于皮艺沙发的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,安徽省公安厅,合肥翌荣电子科技有限公司,6080.00,人民币:元,2023-10-13,安徽省公安厅关于皮艺沙发的网上超市采购项目成交公告 项目:安徽省公安厅关于皮艺沙发的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2,安徽芜湖三山经济开发区龙湖街道社区卫生服务中心关于硒鼓的网上超市采购项目成交公告,医院,企业采购,安徽省,芜湖市,弋江区,2023-10-13 00:00:00,安徽芜湖三山经济开发区龙湖街道社区卫生服务中心,三山区杰信电脑经营部,1700.00,人民币:元,2023-10-13,安徽芜湖三山经济开发区龙湖街道社区卫生服务中心关于硒鼓的网上超市采购项目成交公告 项目:安徽芜湖三山经济开发区龙湖街道社区卫生服务中心关于硒鼓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
3,亳州市第三幼儿园关于游乐场/体育场馆设施的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,"",2023-10-13 00:00:00,亳州市第三幼儿园,亳州市蓝钻商贸有限公司,9984.00,人民币:元,2023-10-13,亳州市第三幼儿园关于游乐场/体育场馆设施的网上超市采购项目成交公告 项目:亳州市第三幼儿园关于游乐场/体育场馆设施的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
4,合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于其它茶叶的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,经济技术开发区,2023-10-13 00:00:00,合肥经济技术开发区莲花社区管理委员会,安徽翱越商贸有限公司,400.00,人民币:元,2023-10-13,合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于其它茶叶的网上超市采购项目成交公告 项目:合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于其它茶叶的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
5,合肥八中教育集团铭传高级中学关于激光打印机的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,肥西县,2023-10-13 00:00:00,合肥八中教育集团铭传高级中学,合肥坤朋信息科技有限公司,9995.00,人民币:元,2023-10-13,合肥八中教育集团铭传高级中学关于激光打印机的网上超市采购项目成交公告 项目:合肥八中教育集团铭传高级中学关于激光打印机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
6,铜陵市义安区融媒体中心关于麦克风/话筒的网上超市采购项目成交公告,货物,企业采购,安徽省,铜陵市,义安区,2023-10-13 00:00:00,铜陵市义安区融媒体中心,安徽乐摄美科技有限公司,41036.00,人民币:元,2023-10-13,铜陵市义安区融媒体中心关于麦克风/话筒的网上超市采购项目成交公告 项目:铜陵市义安区融媒体中心关于麦克风/话筒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
7,长丰县第一中学关于游乐场/体育场馆设施的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,长丰县,2023-10-13 00:00:00,长丰县第一中学,安徽万向运动装备建设有限公司,25600.00,人民币:元,2023-10-13,长丰县第一中学关于游乐场/体育场馆设施的网上超市采购项目成交公告 项目:长丰县第一中学关于游乐场/体育场馆设施的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
8,合肥市蜀山区残疾人联合会关于政治类书籍的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,蜀山区,2023-10-13 00:00:00,合肥市蜀山区残疾人联合会,安徽金通联合电子科技有限公司,91.12,人民币:元,2023-10-13,合肥市蜀山区残疾人联合会关于政治类书籍的网上超市采购项目成交公告 项目:合肥市蜀山区残疾人联合会关于政治类书籍的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
9,合肥市蜀山区疾病预防控制中心关于捆扎绳的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,蜀山区,2023-10-13 00:00:00,合肥市蜀山区疾病预防控制中心,合肥尚逸堂图文广告有限公司,3462.00,人民币:元,2023-10-13,合肥市蜀山区疾病预防控制中心关于捆扎绳的网上超市采购项目成交公告 项目:合肥市蜀山区疾病预防控制中心关于捆扎绳的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
10,淮南市田家庵区人民政府办公室关于空调的网上超市采购项目成交公告,政府,政府采购,安徽省,淮南市,田家庵区,2023-10-13 00:00:00,淮南市田家庵区人民政府办公室,安徽泰博信息科技发展有限公司,2799.00,人民币:元,2023-10-13,淮南市田家庵区人民政府办公室关于空调的网上超市采购项目成交公告 项目:淮南市田家庵区人民政府办公室关于空调的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
11,安徽芜湖三山经济开发区三山街道社区卫生服务中心（安徽芜湖三山经济开发区三山卫生院）关于VGA切换器的网上超市采购项目成交公告,医院,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽芜湖三山经济开发区三山街道社区卫生服务中心,三山区杰信电脑经营部,2899.00,人民币:元,2023-10-13,安徽芜湖三山经济开发区三山街道社区卫生服务中心（安徽芜湖三山经济开发区三山卫生院）关于VGA切换器的网上超市采购项目成交公告 项目:安徽芜湖三山经济开发区三山街道社区卫生服务中心（安徽芜湖三山经济开发区三山卫生院）关于VGA切换器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
12,合肥经济技术开发区临湖社区管理委员会关于硬面抄的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,经济技术开发区,2023-10-13 00:00:00,合肥经济技术开发区临湖社区管理委员会,合肥新华书店有限公司,1050.00,人民币:元,2023-10-13,合肥经济技术开发区临湖社区管理委员会关于硬面抄的网上超市采购项目成交公告 项目:合肥经济技术开发区临湖社区管理委员会关于硬面抄的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
13,巢湖市第二中学关于家居消毒液的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,巢湖市,2023-10-13 00:00:00,巢湖市第二中学,巢湖市金之鑫商贸有限公司,17720.50,人民币:元,2023-10-13,巢湖市第二中学关于家居消毒液的网上超市采购项目成交公告 项目:巢湖市第二中学关于家居消毒液的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
14,芜湖职业技术学院关于CPU的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,弋江区,2023-10-13 00:00:00,芜湖职业技术学院,芜湖市联沃商贸有限公司,21039.00,人民币:元,2023-10-13,芜湖职业技术学院关于CPU的网上超市采购项目成交公告 项目:芜湖职业技术学院关于CPU的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
15,马鞍山市湖东路第四小学关于触控一体机的网上超市采购项目成交公告,学校,政府采购,安徽省,马鞍山市,花山区,2023-10-13 00:00:00,马鞍山市湖东路第四小学,马鞍山天威科技有限公司,33000.00,人民币:元,2023-10-13,马鞍山市湖东路第四小学关于触控一体机的网上超市采购项目成交公告 项目:马鞍山市湖东路第四小学关于触控一体机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
16,桐城市王集学校关于激光打印机的网上超市采购项目成交公告,学校,政府采购,安徽省,安庆市,桐城市,2023-10-13 00:00:00,桐城市王集学校,桐城市好用软件销售有限公司,3300.00,人民币:元,2023-10-13,桐城市王集学校关于激光打印机的网上超市采购项目成交公告 项目:桐城市王集学校关于激光打印机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
17,天津大学合肥创新发展研究院关于硒鼓的网上超市采购项目成交公告,学校,政府采购,天津市,天津市,"",2023-10-13 00:00:00,天津大学合肥创新发展研究院,合肥云起一出科技有限公司,2393.00,人民币:元,2023-10-13,天津大学合肥创新发展研究院关于硒鼓的网上超市采购项目成交公告 项目:天津大学合肥创新发展研究院关于硒鼓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
18,芜湖经济技术开发区疾病预防控制中心关于物流箱的网上超市采购项目成交公告,货物,企业采购,安徽省,芜湖市,经济技术开发区,2023-10-13 00:00:00,芜湖经济技术开发区疾病预防控制中心,安徽德高智能控制系统集成有限公司,2036.00,人民币:元,2023-10-13,芜湖经济技术开发区疾病预防控制中心关于物流箱的网上超市采购项目成交公告 项目:芜湖经济技术开发区疾病预防控制中心关于物流箱的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
19,合肥市包河区公共就业和人才服务中心关于有线鼠标的网上超市采购项目成交公告,服务,企业采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市包河区公共就业和人才服务中心,合肥市包河区八平米办公设备经营部,3330.00,人民币:元,2023-10-13,合肥市包河区公共就业和人才服务中心关于有线鼠标的网上超市采购项目成交公告 项目:合肥市包河区公共就业和人才服务中心关于有线鼠标的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
20,合肥卓越城运营管理有限公司关于服务人员服装的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥卓越城运营管理有限公司,安徽汇佰意商贸有限公司,5760.00,人民币:元,2023-10-13,合肥卓越城运营管理有限公司关于服务人员服装的网上超市采购项目成交公告 项目:合肥卓越城运营管理有限公司关于服务人员服装的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
21,党性教育基地、药品法治宣传基地展厅文化墙、宣传牌等采购安装项目成交结果公告,政府,政府采购,安徽省,池州市,贵池区,2023-10-13 00:00:00,池州市质量监督检验研究院,池州富强文化传媒有限公司,150449.40,人民币:元,2023-10-13,党性教育基地、药品法治宣传基地展厅文化墙、宣传牌等采购安装项目成交结果公告 项目:党性教育基地、药品法治宣传基地展厅文化墙、宣传牌等采购安装项目,2026-07-29 09:19:42,2026-07-29 09:19:42
22,明光市第三小学关于分页纸/索引纸的网上超市采购项目成交公告,学校,政府采购,安徽省,滁州市,明光市,2023-10-13 00:00:00,明光市第三小学,合肥乐云购商贸有限公司,1950.00,人民币:元,2023-10-13,明光市第三小学关于分页纸/索引纸的网上超市采购项目成交公告 项目:明光市第三小学关于分页纸/索引纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
23,合肥市安庆路第三小学关于LED显示屏的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,庐阳区,2023-10-13 00:00:00,合肥市安庆路第三小学,合肥速学文化用品有限公司,9930.00,人民币:元,2023-10-13,合肥市安庆路第三小学关于LED显示屏的网上超市采购项目成交公告 项目:合肥市安庆路第三小学关于LED显示屏的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
24,凤阳县公安局关于户外鞋靴的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,凤阳县,2023-10-13 00:00:00,凤阳县公安局,凤阳县康瑞劳保用品有限公司,142432.00,人民币:元,2023-10-13,凤阳县公安局关于户外鞋靴的网上超市采购项目成交公告 项目:凤阳县公安局关于户外鞋靴的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
25,黄山市公立医疗机构2023年度集中采购设备采购项目中标结果公告,货物,企业采购,安徽省,黄山市,屯溪区,2023-10-13 00:00:00,黄山市医药集中采购服务中心,黄山市宏途医疗器械销售有限公司,576000.00,人民币:元,2023-10-13,黄山市公立医疗机构2023年度集中采购设备采购项目中标结果公告 项目:黄山市公立医疗机构2023年度集中采购设备采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
26,合肥市蜀山区荷叶地街道凯旋门社区关于纸袋纸/杯纸的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市蜀山区荷叶地街道凯旋门社,合肥欣橙文化传媒有限公司,8340.00,人民币:元,2023-10-13,合肥市蜀山区荷叶地街道凯旋门社区关于纸袋纸/杯纸的网上超市采购项目成交公告 项目:合肥市蜀山区荷叶地街道凯旋门社区关于纸袋纸/杯纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
27,长丰县吴山镇人民政府关于粉盒的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,长丰县,2023-10-13 00:00:00,长丰县吴山镇人民政府,肥西县官亭镇胜旺电子经营部,520.00,人民币:元,2023-10-13,长丰县吴山镇人民政府关于粉盒的网上超市采购项目成交公告 项目:长丰县吴山镇人民政府关于粉盒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
29,合肥市太湖路小学关于培智学校用品的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市太湖路小学,安徽鼎兴信息科技有限公司,157500.00,人民币:元,2023-10-13,合肥市太湖路小学关于培智学校用品的网上超市采购项目成交公告 项目:合肥市太湖路小学关于培智学校用品的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
30,阜阳市人民医院一次性无菌腹腔引流导管及附件(直型)和心脏介入科左心耳封堵导引系统、左心耳封堵器配送服务采购项目01包成交结果公告,医院,政府采购,安徽省,阜阳市,颍州区,2023-10-13 00:00:00,阜阳市人民医院,安徽玖健商贸有限公司,166800.00,人民币:元,2023-10-13,阜阳市人民医院一次性无菌腹腔引流导管及附件(直型)和心脏介入科左心耳封堵导引系统、左心耳封堵器配送服务采购项目01包成交结果公告 项目:阜阳市人民医院一次性无菌腹腔引流导管及附件（直型）和心脏介入科左心耳封堵导引系统、左心耳封堵器配送服务采购项目01包,2026-07-29 09:19:42,2026-07-29 09:19:42
31,安徽交通中等职业技术学校关于麦克风/话筒的网上超市采购项目成交公告,学校,政府采购,安徽省,池州市,"",2023-10-13 00:00:00,安徽交通中等职业技术学校,池州汇创信息技术有限公司,59000.00,人民币:元,2023-10-13,安徽交通中等职业技术学校关于麦克风/话筒的网上超市采购项目成交公告 项目:安徽交通中等职业技术学校关于麦克风/话筒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
32,滁州市实验中学关于课业本/教学用本的网上超市采购项目成交公告,学校,企业采购,安徽省,滁州市,"",2023-10-13 00:00:00,滁州市实验中学,滁州市金石印刷有限公司,7560.00,人民币:元,2023-10-13,滁州市实验中学关于课业本/教学用本的网上超市采购项目成交公告 项目:滁州市实验中学关于课业本/教学用本的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
33,安徽省水上运动管理中心220P竞赛型（JO级）站立式水上摩托采购成交结果公告,政府,政府采购,安徽省,合肥市,肥西县,2023-10-13 00:00:00,安徽省水上运动管理中心,青岛远东机动艇有限公司,179770.00,人民币:元,2023-10-13,安徽省水上运动管理中心220P竞赛型（JO级）站立式水上摩托采购成交结果公告 项目:安徽省水上运动管理中心220P竞赛型（JO级）站立式水上摩托采购,2026-07-29 09:19:42,2026-07-29 09:19:42
34,【正在公告】潜山市传统村落集中连片保护利用技术服务项目成交结果公告,服务,招标采购,安徽省,安庆市,潜山市,2023-10-13 00:00:00,潜山市住房和城乡建设局,中规院（北京）规划设计有限公司,3780000.00,人民币:元,2023-10-13,【正在公告】潜山市传统村落集中连片保护利用技术服务项目成交结果公告 项目:潜山市传统村落集中连片保护利用技术服务项目,2026-07-29 09:19:42,2026-07-29 09:19:42
35,安徽省荣军医院关于其它网络设备的网上超市采购项目成交公告,医院,政府采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,安徽省荣军医院,合肥市包河区悦诺家用电器维修服务部,4485.00,人民币:元,2023-10-13,安徽省荣军医院关于其它网络设备的网上超市采购项目成交公告 项目:安徽省荣军医院关于其它网络设备的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
36,合肥供水集团有限公司关于电热水器的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥供水集团有限公司,合肥韬坤贸易有限公司,31580.00,人民币:元,2023-10-13,合肥供水集团有限公司关于电热水器的网上超市采购项目成交公告 项目:合肥供水集团有限公司关于电热水器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
37,金冠铜业分公司闪速冶炼技术及节能环保升级改造项目（一期）竣工环境保护验收编制项目中标公告,货物,招标采购,安徽省,铜陵市,"",2023-10-13 00:00:00,铜陵有色金属集团股份有限公司金冠铜业分公司,安徽绿径环保科技发展有限公司,296000.00,人民币:元,2023-10-13,金冠铜业分公司闪速冶炼技术及节能环保升级改造项目（一期）竣工环境保护验收编制项目中标公告 项目:金冠铜业分公司闪速冶炼技术及节能环保升级改造项目（一期）竣工环境保护验收编制项目,2026-07-29 09:19:42,2026-07-29 09:19:42
38,芜湖市鸠江区教育局关于墨粉/碳粉的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,鸠江区,2023-10-13 00:00:00,芜湖市鸠江区教育局,芜湖网金电子科技有限公司,2135.00,人民币:元,2023-10-13,芜湖市鸠江区教育局关于墨粉/碳粉的网上超市采购项目成交公告 项目:芜湖市鸠江区教育局关于墨粉/碳粉的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
39,安徽省无为市实验小学关于门帘及配件的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽省无为市实验小学,芜湖铖橙布艺有限公司,14725.57,人民币:元,2023-10-13,安徽省无为市实验小学关于门帘及配件的网上超市采购项目成交公告 项目:安徽省无为市实验小学关于门帘及配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
40,皖江财富广场绿化养护项目中标公示,货物,招标采购,安徽省,芜湖市,鸠江区,2023-10-13 00:00:00,芜湖宜居物业管理有限公司,安徽宏胜建设工程有限公司,711000.00,人民币:元,2023-10-13,皖江财富广场绿化养护项目中标公示 项目:皖江财富广场绿化养护项目,2026-07-29 09:19:42,2026-07-29 09:19:42
41,六安市第九中学关于酒店餐具的网上超市采购项目成交公告,学校,企业采购,安徽省,六安市,"",2023-10-13 00:00:00,六安市第九中学,安徽皖铭厨业有限公司,40000.00,人民币:元,2023-10-13,六安市第九中学关于酒店餐具的网上超市采购项目成交公告 项目:六安市第九中学关于酒店餐具的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
42,安徽省应急管理厅2022年度自然灾害救灾专项资金项目 绩效评价中标（成交）结果公告,政府,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,安徽省应急管理厅安徽省应急管理厅,安徽庐东会计师事务所,168000.00,人民币:元,2023-10-13,安徽省应急管理厅2022年度自然灾害救灾专项资金项目 绩效评价中标（成交）结果公告 项目:安徽省应急管理厅2022年度自然灾害救灾专项资金项目,2026-07-29 09:19:42,2026-07-29 09:19:42
43,歙县五个乡镇政府驻地污水处理设施全覆盖工程—霞坑镇政府驻地污水治理工程中标结果公示,政府,政府采购,安徽省,黄山市,"",2023-10-13 00:00:00,霞坑镇政府,黄山市聚创建设发展有限公司,4085769.39,人民币:元,2023-10-13,歙县五个乡镇政府驻地污水处理设施全覆盖工程—霞坑镇政府驻地污水治理工程中标结果公示 项目:歙县五个乡镇政府驻地污水处理设施全覆盖工程—霞坑镇政府驻地污水治理工程,2026-07-29 09:19:42,2026-07-29 09:19:42
44,合肥市大兴幼儿园关于瓷砖的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,瑶海区,2023-10-13 00:00:00,合肥市大兴幼儿园,安徽佳轲商贸有限公司,5060.00,人民币:元,2023-10-13,合肥市大兴幼儿园关于瓷砖的网上超市采购项目成交公告 项目:合肥市大兴幼儿园关于瓷砖的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
45,淮北师范大学滨湖校区智慧会议室项目中标候选人公示,学校,政府采购,安徽省,淮北市,"",2023-10-13 00:00:00,淮北师范大学,中移建设有限公司,1686390.00,人民币:元,2023-10-13,淮北师范大学滨湖校区智慧会议室项目中标候选人公示 项目:淮北师范大学滨湖校区智慧会议室项目,2026-07-29 09:19:42,2026-07-29 09:19:42
46,广德市公安局关于固态硬盘的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,广德市,2023-10-13 00:00:00,广德市公安局,广德县广杰数码办公设备经营部,7218.00,人民币:元,2023-10-13,广德市公安局关于固态硬盘的网上超市采购项目成交公告 项目:广德市公安局关于固态硬盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
47,合肥市包河区义城街道办事处关于砖瓦及砌块的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市包河区义城街道办事处,合肥市包河区万胜五金店,7000.00,人民币:元,2023-10-13,合肥市包河区义城街道办事处关于砖瓦及砌块的网上超市采购项目成交公告 项目:合肥市包河区义城街道办事处关于砖瓦及砌块的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
48,G530石台至查桥（石台段）改建工程监理项目,监理,招标采购,安徽省,池州市,"",2023-10-13 00:00:00,池州市公路管理服务中心,武汉广益交通科技股份有限公司,6482000.00,人民币:元,2023-10-13,G530石台至查桥（石台段）改建工程监理项目 项目:G530石台至查桥（石台段）改建工程监理项目,2026-07-29 09:19:42,2026-07-29 09:19:42
49,中共宿州市委党校关于折叠床/午休床的网上超市采购项目成交公告,货物,企业采购,安徽省,宿州市,"",2023-10-13 00:00:00,中共宿州市委党校,宿州理想办公设备销售有限责任公司,840.00,人民币:元,2023-10-13,中共宿州市委党校关于折叠床/午休床的网上超市采购项目成交公告 项目:中共宿州市委党校关于折叠床/午休床的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
50,合肥市湖光路幼儿园关于厨房家电配件的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市湖光路幼儿园,安徽欧上厨卫科技有限公司,18418.00,人民币:元,2023-10-13,合肥市湖光路幼儿园关于厨房家电配件的网上超市采购项目成交公告 项目:合肥市湖光路幼儿园关于厨房家电配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
51,天长市殡仪馆关于硒鼓的网上超市采购项目成交公告,货物,企业采购,安徽省,滁州市,天长市,2023-10-13 00:00:00,天长市殡仪馆,天长市萌迅电脑销售有限公司,2984.00,人民币:元,2023-10-13,天长市殡仪馆关于硒鼓的网上超市采购项目成交公告 项目:天长市殡仪馆关于硒鼓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
52,合肥市师范附属小学关于板架的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市师范附属小学,合肥韬恒图文设计制作有限公司,4220.00,人民币:元,2023-10-13,合肥市师范附属小学关于板架的网上超市采购项目成交公告 项目:合肥市师范附属小学关于板架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
53,合肥市庐阳区城市管理局指挥考评中心关于打印/复印纸的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,庐阳区,2023-10-13 00:00:00,合肥市庐阳区城市管理局指挥考评中心,安徽泉泽商贸有限公司,198.00,人民币:元,2023-10-13,合肥市庐阳区城市管理局指挥考评中心关于打印/复印纸的网上超市采购项目成交公告 项目:合肥市庐阳区城市管理局指挥考评中心关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
54,阜阳市拘留所关于思想类书籍的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,庐阳区,2023-10-13 00:00:00,阜阳市拘留所,合肥市育才文化传播有限公司,48.10,人民币:元,2023-10-13,阜阳市拘留所关于思想类书籍的网上超市采购项目成交公告 项目:阜阳市拘留所关于思想类书籍的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
55,合肥汽车机械技术学校关于家私清洁剂的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥汽车机械技术学校,合肥市新站区徽克百货商行,3681.30,人民币:元,2023-10-13,合肥汽车机械技术学校关于家私清洁剂的网上超市采购项目成交公告 项目:合肥汽车机械技术学校关于家私清洁剂的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
56,合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于奖状/证书的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,经济技术开发区,2023-10-13 00:00:00,合肥经济技术开发区莲花社区管理委员会,合肥经济技术开发区心之悦商贸经营部,55.00,人民币:元,2023-10-13,合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于奖状/证书的网上超市采购项目成交公告 项目:合肥经济技术开发区莲花社区管理委员会（主管预算单位）关于奖状/证书的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
57,肥西乡侬商业管理有限公司山南钓影园分公司关于餐椅的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,肥西县,2023-10-13 00:00:00,肥西乡侬商业管理有限公司山南钓影园分公司,安徽龙汇商贸有限公司,6600.00,人民币:元,2023-10-13,肥西乡侬商业管理有限公司山南钓影园分公司关于餐椅的网上超市采购项目成交公告 项目:肥西乡侬商业管理有限公司山南钓影园分公司关于餐椅的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
58,肥西县山南学区中心学校关于玻璃杯的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,肥西县,2023-10-13 00:00:00,肥西县山南学区中心学校,安徽严涛文化传媒有限公司,19824.00,人民币:元,2023-10-13,肥西县山南学区中心学校关于玻璃杯的网上超市采购项目成交公告 项目:肥西县山南学区中心学校关于玻璃杯的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
59,怀远县市场监督管理局关于针式打印机的网上超市采购项目成交公告,政府,政府采购,安徽省,蚌埠市,怀远县,2023-10-13 00:00:00,怀远县市场监督管理局,怀远县榴城华航办公设备经营部,2480.00,人民币:元,2023-10-13,怀远县市场监督管理局关于针式打印机的网上超市采购项目成交公告 项目:怀远县市场监督管理局关于针式打印机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
60,广德市卫生健康委员会关于仓储货架的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,广德市,2023-10-13 00:00:00,广德市卫生健康委员会,广德县桃州镇魏坊兵文具店,10162.00,人民币:元,2023-10-13,广德市卫生健康委员会关于仓储货架的网上超市采购项目成交公告 项目:广德市卫生健康委员会关于仓储货架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
61,安徽工程大学关于书架的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽工程大学,安徽赛尔家俱有限公司,14400.00,人民币:元,2023-10-13,安徽工程大学关于书架的网上超市采购项目成交公告 项目:安徽工程大学关于书架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
62,宿州市科学技术局关于政治类书籍的网上超市采购项目成交公告,政府,政府采购,安徽省,宿州市,"",2023-10-13 00:00:00,宿州市科学技术局,合肥市育才文化传播有限公司,90.00,人民币:元,2023-10-13,宿州市科学技术局关于政治类书籍的网上超市采购项目成交公告 项目:宿州市科学技术局关于政治类书籍的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
63,亳州市谯城区德忠学校关于板架的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区德忠学校,亳州市小兰商贸有限公司,3480.00,人民币:元,2023-10-13,亳州市谯城区德忠学校关于板架的网上超市采购项目成交公告 项目:亳州市谯城区德忠学校关于板架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
64,广德市新杭镇人民政府关于餐椅的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,广德市,2023-10-13 00:00:00,广德市新杭镇人民政府,广德县喜来登家俱店,151700.00,人民币:元,2023-10-13,广德市新杭镇人民政府关于餐椅的网上超市采购项目成交公告 项目:广德市新杭镇人民政府关于餐椅的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
