id,tender_title,project_type,source_name,province,city,town,event_time,purchasing_staff,bid_company,bid_amount,currency,bid_date,content,created_at,updated_at
2582,阜阳太和化工园区地下水及土壤污染详细调查评估项目成交结果公告,项目评估,政府采购,安徽省,阜阳市,太和县,2023-10-13 00:00:00,安徽太和经济开发区管理委员会,安徽迈峰检测技术有限公司,310000.00,人民币:元,2023-10-13,阜阳太和化工园区地下水及土壤污染详细调查评估项目成交结果公告 项目:阜阳太和化工园区地下水及土壤污染详细调查评估项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2583,合肥市永红路小学关于宣传单/海报/说明书的网上超市采购项目成交公告,学校,政府采购,山西省,吕梁市,交口县,2023-10-13 00:00:00,合肥市永红路小学,合肥鹏昊广告有限公司,8930.00,人民币:元,2023-10-13,合肥市永红路小学关于宣传单/海报/说明书的网上超市采购项目成交公告 项目:合肥市永红路小学关于宣传单/海报/说明书的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2584,颍上县2023年救灾物资采购项目1标段成交结果公告,货物,企业采购,安徽省,阜阳市,颍上县,2023-10-13 00:00:00,颍上县发展和改革委员会,安徽承宣贸易有限公司,655000.00,人民币:元,2023-10-13,颍上县2023年救灾物资采购项目1标段成交结果公告 项目:颍上县2023年救灾物资采购项目（二次）,2026-07-29 09:19:42,2026-07-29 09:19:42
2585,合肥市大兴幼儿园关于电动螺丝批的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,瑶海区,2023-10-13 00:00:00,合肥市大兴幼儿园,安徽佳轲商贸有限公司,2918.90,人民币:元,2023-10-13,合肥市大兴幼儿园关于电动螺丝批的网上超市采购项目成交公告 项目:合肥市大兴幼儿园关于电动螺丝批的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2586,2023年霍邱县高塘镇高标准农田建设项目二标段中标结果公示,货物,招标采购,安徽省,六安市,霍邱县,2023-10-13 00:00:00,霍邱县高塘镇人民政府,胜利园林有限公司,13665113.61,人民币:元,2023-10-13,2023年霍邱县高塘镇高标准农田建设项目二标段中标结果公示 项目:2023年霍邱县高塘镇高标准农田建设项目二标段 金额:14521134.48,2026-07-29 09:19:42,2026-07-29 09:19:42
2587,长丰县吴山镇中心学校关于运动鞋的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,长丰县,2023-10-13 00:00:00,长丰县吴山镇中心学校,长丰县吴山小芳鞋帽店,14788.00,人民币:元,2023-10-13,长丰县吴山镇中心学校关于运动鞋的网上超市采购项目成交公告 项目:长丰县吴山镇中心学校关于运动鞋的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2588,合肥市大兴幼儿园关于纸板的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,瑶海区,2023-10-13 00:00:00,合肥市大兴幼儿园,安徽佳轲商贸有限公司,795.00,人民币:元,2023-10-13,合肥市大兴幼儿园关于纸板的网上超市采购项目成交公告 项目:合肥市大兴幼儿园关于纸板的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2589,芜湖职业技术学院生物产品检测中心建设项目中标结果公告,学校,政府采购,安徽省,芜湖市,弋江区,2023-10-13 00:00:00,芜湖职业技术学院,安徽国仪进出口贸易有限公司,4426970.00,人民币:元,2023-10-13,芜湖职业技术学院生物产品检测中心建设项目中标结果公告 项目:芜湖职业技术学院生物产品检测中心建设项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2590,芜湖市健康医疗发展集团有限公司关于文件柜的网上超市采购项目成交公告,货物,企业采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市健康医疗发展集团有限公司,鸠江区鸿易办公家具经营部,7200.00,人民币:元,2023-10-13,芜湖市健康医疗发展集团有限公司关于文件柜的网上超市采购项目成交公告 项目:芜湖市健康医疗发展集团有限公司关于文件柜的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2591,芜湖神山音乐节抖音平台宣传推广项目成交结果公告,工程,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市文化和旅游局,安徽今日互联科技有限公司,545000.00,人民币:元,2023-10-13,芜湖神山音乐节抖音平台宣传推广项目成交结果公告 项目:芜湖神山音乐节抖音平台宣传推广项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2592,全椒县南屏幼儿园关于PU/PVC笔记本的网上超市采购项目成交公告,学校,企业采购,安徽省,滁州市,全椒县,2023-10-13 00:00:00,全椒县南屏幼儿园,滁州市祥晟商贸有限公司,5089.10,人民币:元,2023-10-13,全椒县南屏幼儿园关于PU/PVC笔记本的网上超市采购项目成交公告 项目:全椒县南屏幼儿园关于PU/PVC笔记本的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2593,芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批中标结果公告,服务,招标采购,安徽省,芜湖市,鸠江区,2023-10-13 00:00:00,芜湖市妇幼保健计划生育服务中心（芜湖市妇幼保健院）,安徽励景医疗器械有限公司,980000.00,人民币:元,2023-10-13,芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批中标结果公告 项目:芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批,2026-07-29 09:19:42,2026-07-29 09:19:42
2594,长丰县义井乡中心学校关于乳液/面霜的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,长丰县,2023-10-13 00:00:00,长丰县义井乡中心学校,合肥市庐阳区优小优百货商行,1927.00,人民币:元,2023-10-13,长丰县义井乡中心学校关于乳液/面霜的网上超市采购项目成交公告 项目:长丰县义井乡中心学校关于乳液/面霜的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2595,芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批中标通知书,服务,招标采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市妇幼保健计划生育服务中心（芜湖市妇幼保健院）,安徽励景医疗器械有限公司,980000.00,人民币:元,2023-10-13,芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批中标通知书 项目:芜湖市妇幼保健计划生育服务中心检验科铁蛋白试剂一批,2026-07-29 09:19:42,2026-07-29 09:19:42
2596,铜陵市义安区疾病预防控制中心关于音频及会议系统的网上超市采购项目成交公告,货物,企业采购,安徽省,铜陵市,义安区,2023-10-13 00:00:00,铜陵市义安区疾病预防控制中心,铜陵永遇乐物资有限责任公司,1510.00,人民币:元,2023-10-13,铜陵市义安区疾病预防控制中心关于音频及会议系统的网上超市采购项目成交公告 项目:铜陵市义安区疾病预防控制中心关于音频及会议系统的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2597,2023年舒城县桃溪镇“小田变大田”项目中标结果公示,工程,招标采购,安徽省,六安市,舒城县,2023-10-13 00:00:00,舒城县桃溪镇人民政府,安徽禹智建筑工程有限责任公司,5468667.00,人民币:元,2023-10-13,2023年舒城县桃溪镇“小田变大田”项目中标结果公示 项目:2023年舒城县桃溪镇“小田变大田”项目 金额:5700923.62,2026-07-29 09:19:42,2026-07-29 09:19:42
2598,肥东县医疗卫生财务核算中心关于台式整机的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,肥东县,2023-10-13 00:00:00,肥东县医疗卫生财务核算中心,合肥凯希电子科技有限公司,20000.00,人民币:元,2023-10-13,肥东县医疗卫生财务核算中心关于台式整机的网上超市采购项目成交公告 项目:肥东县医疗卫生财务核算中心关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2599,2023年舒城县阙店乡“小田变大田”项目中标结果公示,工程,招标采购,安徽省,六安市,舒城县,2023-10-13 00:00:00,舒城县阙店乡人民政府,安徽骏林建筑工程有限公司,5709739.00,人民币:元,2023-10-13,2023年舒城县阙店乡“小田变大田”项目中标结果公示 项目:2023年舒城县阙店乡“小田变大田”项目 金额:5827718.1,2026-07-29 09:19:42,2026-07-29 09:19:42
2600,明光市第三小学关于文化艺术类的网上超市采购项目成交公告,学校,政府采购,安徽省,滁州市,明光市,2023-10-13 00:00:00,明光市第三小学,安徽先秦商贸有限公司,4902.00,人民币:元,2023-10-13,明光市第三小学关于文化艺术类的网上超市采购项目成交公告 项目:明光市第三小学关于文化艺术类的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2601,合肥兴庐物业管理有限公司关于文化艺术类的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥兴庐物业管理有限公司,安徽多线商贸有限公司,3580.00,人民币:元,2023-10-13,合肥兴庐物业管理有限公司关于文化艺术类的网上超市采购项目成交公告 项目:合肥兴庐物业管理有限公司关于文化艺术类的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2602,合肥市永红路小学关于庭院凳的网上超市采购项目成交公告,学校,政府采购,山西省,吕梁市,交口县,2023-10-13 00:00:00,合肥市永红路小学,合肥市晨海文体用品有限公司,1320.00,人民币:元,2023-10-13,合肥市永红路小学关于庭院凳的网上超市采购项目成交公告 项目:合肥市永红路小学关于庭院凳的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2603,安徽省太和中学关于触控一体机的网上超市采购项目成交公告,学校,企业采购,安徽省,阜阳市,太和县,2023-10-13 00:00:00,安徽省太和中学,太和县凯喜电脑有限公司,63000.00,人民币:元,2023-10-13,安徽省太和中学关于触控一体机的网上超市采购项目成交公告 项目:安徽省太和中学关于触控一体机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2604,合肥兴庐物业管理有限公司关于其它插座的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥兴庐物业管理有限公司,安徽多线商贸有限公司,1468.00,人民币:元,2023-10-13,合肥兴庐物业管理有限公司关于其它插座的网上超市采购项目成交公告 项目:合肥兴庐物业管理有限公司关于其它插座的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2605,合肥市档案馆关于显卡的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市档案馆,合肥琮宸数码科技有限公司,19264.00,人民币:元,2023-10-13,合肥市档案馆关于显卡的网上超市采购项目成交公告 项目:合肥市档案馆关于显卡的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2606,淮南第十二中学关于液晶显示器的网上超市采购项目成交公告,学校,企业采购,安徽省,淮南市,大通区,2023-10-13 00:00:00,淮南第十二中学,田家庵区中禾科贸经营部,815.00,人民币:元,2023-10-13,淮南第十二中学关于液晶显示器的网上超市采购项目成交公告 项目:淮南第十二中学关于液晶显示器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2607,安徽师范大学附属外国语学校城东校区关于硒鼓的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽师范大学附属外国语学校城东校区,芜湖华旭智能科技有限公司,3450.00,人民币:元,2023-10-13,安徽师范大学附属外国语学校城东校区关于硒鼓的网上超市采购项目成交公告 项目:安徽师范大学附属外国语学校城东校区关于硒鼓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2609,亳州市第四幼儿园关于粉盒的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,"",2023-10-13 00:00:00,亳州市第四幼儿园,亳州市思图信息科技有限公司,3320.00,人民币:元,2023-10-13,亳州市第四幼儿园关于粉盒的网上超市采购项目成交公告 项目:亳州市第四幼儿园关于粉盒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2610,旌德县公安局关于空调的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,旌德县,2023-10-13 00:00:00,旌德县公安局,旌德县同心家电有限责任公司,2798.00,人民币:元,2023-10-13,旌德县公安局关于空调的网上超市采购项目成交公告 项目:旌德县公安局关于空调的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2611,太和县社会保险基金征缴中心关于打印/复印纸的网上超市采购项目成交公告,货物,企业采购,安徽省,阜阳市,太和县,2023-10-13 00:00:00,太和县社会保险基金征缴中心,太和县凯喜电脑有限公司,389.00,人民币:元,2023-10-13,太和县社会保险基金征缴中心关于打印/复印纸的网上超市采购项目成交公告 项目:太和县社会保险基金征缴中心关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2612,合肥市科技产业投资促进中心关于道路灯具的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,蜀山区,2023-10-13 00:00:00,合肥市科技产业投资促进中心,合肥文语商贸有限公司,2200.00,人民币:元,2023-10-13,合肥市科技产业投资促进中心关于道路灯具的网上超市采购项目成交公告 项目:合肥市科技产业投资促进中心关于道路灯具的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2613,合肥特殊教育中心关于矿泉水/纯净水的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,瑶海区,2023-10-13 00:00:00,合肥特殊教育中心,安徽宁畅信息科技有限公司,1750.00,人民币:元,2023-10-13,合肥特殊教育中心关于矿泉水/纯净水的网上超市采购项目成交公告 项目:合肥特殊教育中心关于矿泉水/纯净水的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2614,亳州市谯城区青云中心小学关于捆绑带的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区青云中心小学,亳州市金谯商贸有限公司,1640.00,人民币:元,2023-10-13,亳州市谯城区青云中心小学关于捆绑带的网上超市采购项目成交公告 项目:亳州市谯城区青云中心小学关于捆绑带的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2615,亳州市谯城区青云中心小学关于钟的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区青云中心小学,亳州市金谯商贸有限公司,946.20,人民币:元,2023-10-13,亳州市谯城区青云中心小学关于钟的网上超市采购项目成交公告 项目:亳州市谯城区青云中心小学关于钟的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2616,中共金寨县委党史和地方志研究室（金寨县档案馆）关于移动硬盘的网上超市采购项目成交公告,货物,企业采购,安徽省,六安市,金寨县,2023-10-13 00:00:00,中共金寨县委党史和地方志研究室（金寨县档案馆）,安徽安联开启未来信息技术有限公司,8400.00,人民币:元,2023-10-13,中共金寨县委党史和地方志研究室（金寨县档案馆）关于移动硬盘的网上超市采购项目成交公告 项目:中共金寨县委党史和地方志研究室（金寨县档案馆）关于移动硬盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2617,合肥市行知学校站塘分校关于家居消毒液的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市行知学校站,安徽沛惠信息科技有限公司,5000.00,人民币:元,2023-10-13,合肥市行知学校站塘分校关于家居消毒液的网上超市采购项目成交公告 项目:合肥市行知学校站塘分校关于家居消毒液的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2619,安徽港口集团芜湖物流有限公司2#仓库、3#仓库工程建设,工程,招标采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽港口集团芜湖物流有限公司,安徽省繁昌县建筑工程有限责任公司,8478828.87,人民币:元,2023-10-13,安徽港口集团芜湖物流有限公司2#仓库、3#仓库工程建设 项目:安徽港口集团芜湖物流有限公司2#仓库、3#仓库工程建设,2026-07-29 09:19:42,2026-07-29 09:19:42
2620,蚌埠市公安局交通警察支队关于打印/复印纸的网上超市采购项目成交公告,政府,政府采购,安徽省,蚌埠市,"",2023-10-13 00:00:00,蚌埠市公安局交通警察支队,蚌埠经济开发区莱隆电子经营部,6800.00,人民币:元,2023-10-13,蚌埠市公安局交通警察支队关于打印/复印纸的网上超市采购项目成交公告 项目:蚌埠市公安局交通警察支队关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2621,安徽省合肥市蜀山区南岗镇鸡鸣村民委员会关于板架的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,蜀山区,2023-10-13 00:00:00,安徽省合肥市蜀山区南岗镇鸡鸣村民委员会,安徽蜀创文化传播有限公司,94799.51,人民币:元,2023-10-13,安徽省合肥市蜀山区南岗镇鸡鸣村民委员会关于板架的网上超市采购项目成交公告 项目:安徽省合肥市蜀山区南岗镇鸡鸣村民委员会关于板架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2622,庐江县罗河镇人民政府关于钢笔的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,庐江县,2023-10-13 00:00:00,庐江县罗河镇人民政府,庐江县朝力商贸有限公司,1573.00,人民币:元,2023-10-13,庐江县罗河镇人民政府关于钢笔的网上超市采购项目成交公告 项目:庐江县罗河镇人民政府关于钢笔的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2623,芜湖市公安局镜湖分局关于按摩椅/沙发的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,镜湖区,2023-10-13 00:00:00,芜湖市公安局镜湖分局,芜湖熠增商贸有限公司,5205.00,人民币:元,2023-10-13,芜湖市公安局镜湖分局关于按摩椅/沙发的网上超市采购项目成交公告 项目:芜湖市公安局镜湖分局关于按摩椅/沙发的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2624,合肥创和资产管理有限责任公司关于墨粉/碳粉的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥创和资产管理有限责任公司,安徽如晓商贸有限公司,2735.00,人民币:元,2023-10-13,合肥创和资产管理有限责任公司关于墨粉/碳粉的网上超市采购项目成交公告 项目:合肥创和资产管理有限责任公司关于墨粉/碳粉的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2625,合肥市包河中学关于窗帘及配件的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市包河中学,合肥市义孟义炎商贸有限公司,15071.85,人民币:元,2023-10-13,合肥市包河中学关于窗帘及配件的网上超市采购项目成交公告 项目:合肥市包河中学关于窗帘及配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2626,合肥高新创新实验小学关于洗手液的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥高新创新实验小学,安徽助品商贸有限公司,657.00,人民币:元,2023-10-13,合肥高新创新实验小学关于洗手液的网上超市采购项目成交公告 项目:合肥高新创新实验小学关于洗手液的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2627,铜陵市第二人民医院关于数据采集器的网上超市采购项目成交公告,医院,政府采购,安徽省,铜陵市,"",2023-10-13 00:00:00,铜陵市第二人民医院,铜陵久优科技有限公司,1100.00,人民币:元,2023-10-13,铜陵市第二人民医院关于数据采集器的网上超市采购项目成交公告 项目:铜陵市第二人民医院关于数据采集器的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2628,合肥蜀旺跨境电子商务有限公司关于服务车的网上超市采购项目成交公告,服务,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥蜀旺跨境电子商务有限公司,合肥盛维智能科技有限公司,9000.00,人民币:元,2023-10-13,合肥蜀旺跨境电子商务有限公司关于服务车的网上超市采购项目成交公告 项目:合肥蜀旺跨境电子商务有限公司关于服务车的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2630,池州市贵池区池州海螺四期项目建设指挥部办公室关于休闲椅的网上超市采购项目成交公告,政府,政府采购,安徽省,池州市,贵池区,2023-10-13 00:00:00,池州市贵池区池州海螺四期项目建设指挥部办公室,池州市名邦家具销售有限公司,8790.00,人民币:元,2023-10-13,池州市贵池区池州海螺四期项目建设指挥部办公室关于休闲椅的网上超市采购项目成交公告 项目:池州市贵池区池州海螺四期项目建设指挥部办公室关于休闲椅的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2631,安徽中医药高等专科学校关于复印机配件的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,安徽中医药高等专科学校,芜湖市瀚博商贸有限公司,29338.00,人民币:元,2023-10-13,安徽中医药高等专科学校关于复印机配件的网上超市采购项目成交公告 项目:安徽中医药高等专科学校关于复印机配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2632,合肥兴庐物业管理有限公司关于浴室用品配件的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥兴庐物业管理有限公司,合肥乐云购商贸有限公司,3833.00,人民币:元,2023-10-13,合肥兴庐物业管理有限公司关于浴室用品配件的网上超市采购项目成交公告 项目:合肥兴庐物业管理有限公司关于浴室用品配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2634,亳州市建投泊湾幼儿园关于美工类的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,"",2023-10-13 00:00:00,亳州市建投泊湾幼儿园,亳州传承文化科技有限公司,20180.00,人民币:元,2023-10-13,亳州市建投泊湾幼儿园关于美工类的网上超市采购项目成交公告 项目:亳州市建投泊湾幼儿园关于美工类的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2636,亳州市第十二幼儿园关于显卡的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,"",2023-10-13 00:00:00,亳州市第十二幼儿园,亳州亳讯信息工程有限公司,7198.00,人民币:元,2023-10-13,亳州市第十二幼儿园关于显卡的网上超市采购项目成交公告 项目:亳州市第十二幼儿园关于显卡的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2637,合肥市科技产业投资促进中心关于车间作业人员服装的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,蜀山区,2023-10-13 00:00:00,合肥市科技产业投资促进中心,安徽米良商贸有限公司,290.00,人民币:元,2023-10-13,合肥市科技产业投资促进中心关于车间作业人员服装的网上超市采购项目成交公告 项目:合肥市科技产业投资促进中心关于车间作业人员服装的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2638,全椒县人民检察院关于台式整机的网上超市采购项目成交公告,政府,政府采购,安徽省,滁州市,全椒县,2023-10-13 00:00:00,全椒县人民检察院,合肥市包河区赤凯礼品店,38500.00,人民币:元,2023-10-13,全椒县人民检察院关于台式整机的网上超市采购项目成交公告 项目:全椒县人民检察院关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2639,芜湖市镜湖区天城村村民委员会关于复印机配件的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,镜湖区,2023-10-13 00:00:00,芜湖市镜湖区天城村村民委员会,芜湖沁荀商贸有限责任公司,1158.00,人民币:元,2023-10-13,芜湖市镜湖区天城村村民委员会关于复印机配件的网上超市采购项目成交公告 项目:芜湖市镜湖区天城村村民委员会关于复印机配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2640,芜湖市园丁幼儿园关于其它校园家具的网上超市采购项目成交公告,学校,企业采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市园丁幼儿园,芜湖市芜轩教育科技有限公司,2106.00,人民币:元,2023-10-13,芜湖市园丁幼儿园关于其它校园家具的网上超市采购项目成交公告 项目:芜湖市园丁幼儿园关于其它校园家具的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2641,合肥市师范附属第三小学关于彩喷纸的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市师范附属第三小学,安徽哆瑞米广告装饰有限公司,3086.00,人民币:元,2023-10-13,合肥市师范附属第三小学关于彩喷纸的网上超市采购项目成交公告 项目:合肥市师范附属第三小学关于彩喷纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2642,芜湖市解放西路小学关于电缆线的网上超市采购项目成交公告,学校,政府采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市解放西路小学,芜湖声浪电子产品销售有限公司,2565.00,人民币:元,2023-10-13,芜湖市解放西路小学关于电缆线的网上超市采购项目成交公告 项目:芜湖市解放西路小学关于电缆线的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2643,金寨县市场监督检验所实验室设备保养维护项目成交结果公告,货物,招标采购,安徽省,六安市,金寨县,2023-10-13 00:00:00,金寨县市场监督管理局,合肥雄蕊实验设备有限公司,280000.00,人民币:元,2023-10-13,金寨县市场监督检验所实验室设备保养维护项目成交结果公告 项目:金寨县市场监督检验所实验室设备保养维护项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2644,合肥职业技术学院关于主板的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥职业技术学院,巢湖市顺腾电脑经营部,11055.00,人民币:元,2023-10-13,合肥职业技术学院关于主板的网上超市采购项目成交公告 项目:合肥职业技术学院关于主板的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2645,合肥市兴华苑小学关于餐具笼/架的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市兴华苑小学,合肥曼采商贸有限公司,4714.00,人民币:元,2023-10-13,合肥市兴华苑小学关于餐具笼/架的网上超市采购项目成交公告 项目:合肥市兴华苑小学关于餐具笼/架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2646,霍邱县长集镇许岗村幸福组渠道改建工程中标结果公示,工程,招标采购,安徽省,六安市,霍邱县,2023-10-13 00:00:00,霍邱县长集镇人民政府,安徽建立建筑工程有限公司,1789700.00,人民币:元,2023-10-13,霍邱县长集镇许岗村幸福组渠道改建工程中标结果公示 项目:霍邱县长集镇许岗村幸福组渠道改建工程 金额:1791460.47,2026-07-29 09:19:42,2026-07-29 09:19:42
2647,芜湖市浅湾幼儿园关于投影机的网上超市采购项目成交公告,学校,企业采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市浅湾幼儿园,芜湖宏硕电子有限公司,3480.00,人民币:元,2023-10-13,芜湖市浅湾幼儿园关于投影机的网上超市采购项目成交公告 项目:芜湖市浅湾幼儿园关于投影机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2648,金寨县天堂寨初级中学镀锌水沟等采购项目成交公告,学校,企业采购,安徽省,六安市,金寨县,2023-10-13 00:00:00,金寨县天堂寨初级中学,安徽金旭阳建设有限公司,71876.00,人民币:元,2023-10-13,金寨县天堂寨初级中学镀锌水沟等采购项目成交公告 项目:金寨县天堂寨初级中学镀锌水沟等采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2649,亳州市谯城区人民法院关于复印机配件的网上超市采购项目成交公告,货物,企业采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区人民法院,亳州市良杰办公设备销售有限公司,18730.00,人民币:元,2023-10-13,亳州市谯城区人民法院关于复印机配件的网上超市采购项目成交公告 项目:亳州市谯城区人民法院关于复印机配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
2650,芜湖市镜湖区合心村村民委员会关于垃圾桶的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,镜湖区,2023-10-13 00:00:00,芜湖市镜湖区合心村村民委员会,芜湖鼎华信息技术有限公司,6000.00,人民币:元,2023-10-13,芜湖市镜湖区合心村村民委员会关于垃圾桶的网上超市采购项目成交公告 项目:芜湖市镜湖区合心村村民委员会关于垃圾桶的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
